################################################################################
TIMESTAMPED TRANSCRIPT
[1:58:35] ministro
[1:58:37] [Música]
[1:58:39] ah
[1:58:41] derecho no es por nada
[1:58:46] fangoria
[1:58:49] dv
[1:58:53] en s
[1:58:56] desgaste
[1:58:59] de asturies
[1:59:00] [Música]
[1:59:01] yo que soy yo mismo
[1:59:07] su autor es ti
[1:59:09] yo la vi
[1:59:12] la escasa fama también echó a menezes la
[1:59:18] niñez de ayer
[1:59:26] [Música]
[1:59:28] murió
[1:59:31] lion
[1:59:38] un juego juego juego es lo que quiero
[1:59:45] dámelo dámelo dámelo señor todas las
[1:59:52] promesas
[1:59:54] [Música]
[1:59:58] pero su lado
[2:00:02] a fuego fuego fuera
[2:00:07] a mí me da todas las mismas
[2:00:21] [Música]
[2:00:26] y quién es la persona
[2:00:30] [Música]
[2:00:32] habla
[2:00:33] [Música]
[2:00:37] para gasol
[2:00:44] [Música]
[2:00:55] por lic
[2:00:57] [Música]
